,Unnamed: 0,Location,Day,month,dayhalf,age,First F,First M,Female count,Male count,Gender,crime type
1000,1298,Udupi,0.0,2.0,1.0,24.0,1,0,2,0,1,Theft case
1001,1299,Sirva,5.0,2.0,1.0,42.0,1,0,1,2,1,Other case
1002,1300,Karkala,2.0,8.0,0.0,37.0,0,0,1,3,2,Other case
1003,1301,Karkala,0.0,5.0,0.0,2.0,0,0,0,4,2,Other case
1004,1302,Udupi,,,,35.0,1,0,1,0,1,Other case
1005,1303,Udupi,,,0.0,,0,0,0,0,2,Accident case
1006,1305,Karkala,6.0,2.0,0.0,23.0,0,1,6,4,0,Other case
1007,1306,Byndoor,4.0,2.0,1.0,36.0,0,0,2,1,2,Other case
1008,1307,Kota,1.0,1.0,1.0,45.0,1,0,1,0,1,Accident case
1009,1308,Kota,0.0,10.0,0.0,59.0,1,0,1,1,1,Theft case
1010,1310,Udupi,3.0,2.0,0.0,60.0,1,0,4,0,1,Accident case
1011,1311,Ajekar,0.0,2.0,1.0,50.0,1,0,2,0,1,Accident case
1012,1312,Byndoor,6.0,2.0,1.0,27.0,1,0,1,1,1,Other case
1013,1313,Byndoor,2.0,2.0,1.0,65.0,1,0,6,3,1,Other case
1014,1314,Manipal,5.0,2.0,0.0,,1,0,3,1,1,Accident case
1015,1318,Karkala,,,0.0,53.0,0,0,0,2,2,Other case
1016,1319,Shankaranarayana,6.0,1.0,1.0,42.0,0,0,0,0,2,Other case
1017,1324,Byndoor,1.0,2.0,1.0,40.0,1,0,1,0,1,Other case
1018,1325,Kota,3.0,2.0,1.0,19.0,0,0,0,0,2,Accident case
1019,1326,Hebri,3.0,2.0,1.0,27.0,0,0,0,0,2,Accident case
1020,1327,Byndoor,3.0,2.0,1.0,,0,0,3,2,2,Accident case
1021,1329,Udupi,,,,,0,0,0,0,2,Other case
1022,1330,Manipal,3.0,2.0,,,0,0,0,0,2,Accident case
1023,1331,Karkala,3.0,2.0,1.0,30.0,0,0,2,2,2,Accident case
1024,1332,Udupi,2.0,2.0,1.0,26.0,1,0,2,1,1,Accident case
1025,1333,Byndoor,1.0,2.0,0.0,27.0,1,0,1,1,1,Accident case
1026,1334,Udupi,3.0,2.0,0.0,44.0,1,0,1,0,1,Accident case
1027,1337,Sirva,5.0,2.0,1.0,46.0,0,0,0,1,2,Other case
1028,1338,Byndoor,,,,40.0,0,0,0,0,2,Other case
1029,1339,Udupi,3.0,2.0,0.0,54.0,0,0,0,0,2,Other case
1030,1340,Karkala,6.0,2.0,0.0,20.0,0,0,0,0,2,Other case
1031,1341,Sirva,,,0.0,37.0,0,1,1,5,0,Other case
1032,1342,Udupi,3.0,2.0,0.0,,1,0,1,0,1,Other case
1033,1343,Kundapur,2.0,2.0,0.0,55.0,1,0,2,0,1,Accident case
1034,1344,Kundapur,0.0,2.0,1.0,28.0,0,0,0,1,2,Accident case
1035,1345,Shankaranarayana,2.0,2.0,1.0,75.0,1,0,3,1,1,Other case
1036,1346,Kollur,2.0,2.0,0.0,50.0,0,0,0,1,2,Accident case
1037,1347,Manipal,1.0,2.0,0.0,,0,0,0,0,2,Theft case
1038,1348,Manipal,1.0,2.0,1.0,,0,0,0,0,2,Theft case
1039,1350,Kota,1.0,2.0,0.0,55.0,1,0,3,1,1,Accident case
1040,1351,Udupi,0.0,2.0,1.0,45.0,0,0,0,0,2,Accident case
1041,1352,Udupi,4.0,2.0,1.0,29.0,1,0,2,0,1,Other case
1042,1353,Karkala,,,0.0,,0,0,0,2,2,Other case
1043,1358,Karkala,6.0,2.0,,22.0,0,0,0,0,2,Theft case
1044,1359,Karkala,4.0,11.0,0.0,53.0,0,0,1,1,2,Other case
1045,1360,Kundapur,6.0,2.0,1.0,22.0,1,0,2,1,1,Accident case
1046,1361,Hebri,0.0,2.0,1.0,,1,0,1,0,1,Accident case
1047,1364,Kundapur,4.0,3.0,1.0,,1,0,1,0,1,Accident case
1048,1365,Udupi,4.0,3.0,0.0,53.0,1,0,1,0,1,Accident case
1049,1367,Kota,4.0,3.0,0.0,60.0,0,0,1,2,2,Other case
1050,1368,Kundapur,3.0,3.0,0.0,28.0,1,0,3,0,1,Theft case
1051,1369,Byndoor,6.0,2.0,0.0,59.0,0,0,1,2,2,Other case
1052,1371,Udupi,2.0,2.0,0.0,36.0,1,0,1,0,1,Accident case
1053,1372,Udupi,3.0,3.0,0.0,39.0,1,0,4,1,1,Other case
1054,1373,Manipal,3.0,3.0,0.0,29.0,1,0,1,1,1,Other case
1055,1374,Kundapur,3.0,3.0,1.0,19.0,1,0,1,1,1,Other case
1056,1375,Udupi,2.0,2.0,1.0,43.0,1,0,1,0,1,Accident case
1057,1376,Kundapur,5.0,2.0,1.0,42.0,1,0,2,1,1,Accident case
1058,1377,Udupi,3.0,3.0,0.0,37.0,1,0,3,3,1,Other case
1059,1378,Kundapur,1.0,2.0,0.0,30.0,1,0,1,0,1,Accident case
1060,1381,Kundapur,2.0,2.0,0.0,22.0,1,0,2,0,1,Other case
1061,1382,Kollur,0.0,1.0,1.0,60.0,1,0,4,1,1,Other case
1062,1383,Udupi,1.0,2.0,1.0,40.0,1,0,3,0,1,Accident case
1063,1384,Udupi,1.0,2.0,,24.0,1,0,2,0,1,Accident case
1064,1386,Udupi,5.0,2.0,0.0,50.0,0,0,0,7,2,Other case
1065,1387,Shankaranarayana,1.0,2.0,0.0,60.0,1,0,2,0,1,Other case
1066,1388,Udupi,1.0,2.0,0.0,26.0,1,0,3,0,1,Accident case
1067,1389,Udupi,1.0,2.0,0.0,63.0,1,0,4,2,1,Accident case
1068,1390,Kundapur,0.0,2.0,1.0,,0,0,0,0,2,Accident case
1069,1394,Hebri,6.0,2.0,0.0,55.0,1,0,2,1,1,Other case
1070,1395,Udupi,0.0,2.0,0.0,,1,0,1,0,1,Jugari case
1071,1396,Kollur,0.0,2.0,1.0,35.0,1,0,2,0,1,Other case
1072,1397,Kollur,0.0,2.0,1.0,70.0,1,0,2,0,1,Other case
1073,1398,Hiriyadka,4.0,3.0,1.0,53.0,1,0,3,1,1,Other case
1074,1399,Udupi,5.0,3.0,1.0,45.0,1,0,2,3,1,Other case
1075,1400,Udupi,5.0,3.0,1.0,22.0,1,0,1,2,1,Other case
1076,1401,Udupi,4.0,3.0,0.0,32.0,1,0,1,0,1,Accident case
1077,1402,Kundapur,5.0,3.0,0.0,,0,0,0,1,2,Accident case
1078,1403,Kota,5.0,3.0,0.0,32.0,1,0,1,0,1,Jugari case
1079,1404,Kota,5.0,3.0,0.0,1.0,0,0,0,0,2,Jugari case
1080,1406,Karkala,5.0,3.0,0.0,41.0,0,0,1,1,2,Other case
1081,1407,Karkala,5.0,3.0,,43.0,0,0,0,0,2,Other case
1082,1408,Udupi,5.0,3.0,0.0,32.0,0,1,0,1,0,Other case
1083,1409,Udupi,5.0,6.0,0.0,25.0,0,0,0,0,2,Other case
1084,1410,Karkala,,,0.0,67.0,0,0,1,4,2,Other case
1085,1411,Hebri,5.0,3.0,,28.0,1,0,3,2,1,Other case
1086,1413,Karkala,4.0,3.0,1.0,49.0,1,0,1,0,1,Theft case
1087,1414,Kota,5.0,3.0,1.0,34.0,1,0,1,0,1,Other case
1088,1415,Kota,5.0,3.0,1.0,55.0,1,0,2,1,1,Other case
1089,1416,Udupi,4.0,3.0,0.0,43.0,1,0,3,0,1,Accident case
1090,1417,Kota,4.0,3.0,0.0,35.0,1,0,1,1,1,Accident case
1091,1418,Karkala,4.0,3.0,0.0,73.0,0,1,2,4,0,Other case
1092,1419,Udupi,3.0,2.0,,53.0,0,0,0,0,2,Other case
1093,1420,Kollur,3.0,3.0,0.0,60.0,0,0,0,2,2,Accident case
1094,1421,Kundapur,4.0,3.0,0.0,55.0,0,0,0,0,2,Accident case
1095,1422,Manipal,4.0,3.0,0.0,,0,0,2,1,2,Accident case
1096,1424,Shankaranarayana,3.0,3.0,1.0,29.0,0,0,0,0,2,Other case
1097,1425,Kundapur,2.0,3.0,0.0,50.0,0,0,0,1,2,Other case
1098,1426,Kundapur,3.0,3.0,1.0,47.0,0,0,1,2,2,Jugari case
1099,1427,Kundapur,1.0,3.0,0.0,,0,0,0,1,2,Accident case
1100,1428,Kundapur,3.0,3.0,1.0,26.0,0,0,0,0,2,Accident case
1101,1429,Sirva,0.0,2.0,0.0,,0,0,0,3,2,Other case
1102,1431,Udupi,,,0.0,45.0,0,0,1,1,2,Accident case
1103,1432,Byndoor,1.0,3.0,1.0,35.0,1,0,1,0,1,Accident case
1104,1433,Kollur,1.0,3.0,1.0,56.0,0,0,0,0,2,Accident case
1105,1436,Karkala,,,,35.0,0,0,0,0,2,Other case
1106,1437,Karkala,2.0,3.0,0.0,25.0,1,0,5,2,1,Other case
1107,1438,Ajekar,1.0,3.0,1.0,23.0,0,0,0,1,2,Accident case
1108,1441,Kota,1.0,3.0,0.0,38.0,1,0,1,0,1,Jugari case
1109,1442,Kota,1.0,3.0,1.0,21.0,1,0,1,0,1,Jugari case
1110,1443,Kota,1.0,3.0,1.0,1.0,0,0,0,0,2,Jugari case
1111,1444,Udupi,0.0,3.0,1.0,36.0,1,0,2,2,1,Accident case
1112,1445,Udupi,1.0,3.0,0.0,33.0,0,0,0,0,2,Accident case
1113,1446,Kundapur,1.0,3.0,1.0,39.0,1,0,1,0,1,Accident case
1114,1448,Udupi,0.0,3.0,1.0,44.0,1,0,2,0,1,
1115,1449,Kota,1.0,3.0,0.0,39.0,1,0,1,0,1,Other case
1116,1450,Udupi,1.0,3.0,,31.0,1,0,1,0,1,Other case
1117,1451,Kota,1.0,3.0,1.0,48.0,1,0,1,2,1,Other case
1118,1452,Kota,6.0,4.0,0.0,30.0,0,0,0,1,2,Accident case
1119,1453,Hebri,6.0,4.0,1.0,34.0,1,0,2,2,1,Accident case
1120,1455,Udupi,6.0,4.0,0.0,42.0,1,0,3,0,1,Other case
1121,1456,Udupi,6.0,4.0,0.0,52.0,1,0,2,3,1,Theft case
1122,1457,Kundapur,4.0,3.0,1.0,60.0,0,0,0,0,2,Theft case
1123,1458,Kundapur,6.0,3.0,0.0,52.0,0,0,0,1,2,Theft case
1124,1459,Udupi,4.0,1.0,,31.0,1,0,3,4,1,Other case
1125,1460,Hiriyadka,6.0,4.0,1.0,40.0,1,0,1,0,1,Other case
1126,1462,Kundapur,5.0,3.0,0.0,40.0,0,0,0,0,2,Accident case
1127,1463,Kota,4.0,3.0,1.0,52.0,1,0,2,0,1,
1128,1464,Kundapur,4.0,3.0,1.0,24.0,0,0,0,2,2,Accident case
1129,1466,Sirva,3.0,3.0,0.0,52.0,1,0,1,0,1,Accident case
1130,1467,Kundapur,3.0,3.0,1.0,43.0,0,0,1,1,2,Accident case
1131,1468,Kundapur,3.0,3.0,0.0,72.0,1,0,2,0,1,Accident case
1132,1469,Karkala,1.0,3.0,0.0,72.0,1,0,1,0,1,Theft case
1133,1471,Udupi,4.0,3.0,0.0,35.0,1,0,1,1,1,Other case
1134,1472,Kundapur,4.0,3.0,0.0,1.0,1,0,1,0,1,Other case
1135,1473,Byndoor,,,,54.0,0,0,0,0,2,Other case
1136,1474,Amasebailu,2.0,3.0,1.0,45.0,0,0,0,0,2,
1137,1475,Kundapur,,,1.0,39.0,1,0,1,0,1,Accident case
1138,1477,Kundapur,3.0,3.0,,26.0,1,0,2,0,1,Other case
1139,1478,Byndoor,2.0,3.0,0.0,46.0,0,0,1,1,2,Other case
1140,1479,Karkala,0.0,3.0,1.0,,0,0,0,0,2,Other case
1141,1480,Hebri,2.0,2.0,,32.0,0,1,2,1,0,Other case
1142,1481,Karkala,2.0,3.0,0.0,42.0,1,0,1,0,1,Accident case
1143,1482,Amasebailu,2.0,3.0,0.0,38.0,1,0,2,0,1,Accident case
1144,1483,Udupi,3.0,3.0,0.0,,1,0,2,0,1,Accident case
1145,1484,Byndoor,2.0,3.0,0.0,63.0,0,0,0,1,2,
1146,1485,Karkala,1.0,3.0,0.0,72.0,1,0,1,0,1,
1147,1486,Karkala,2.0,3.0,1.0,31.0,1,0,1,0,1,Theft case
1148,1487,Byndoor,2.0,3.0,1.0,,1,0,1,1,1,Theft case
1149,1495,Karkala,1.0,3.0,,37.0,0,0,0,0,2,Accident case
1150,1496,Udupi,1.0,3.0,1.0,42.0,1,0,1,0,1,Accident case
1151,1497,Shankaranarayana,0.0,3.0,0.0,,0,0,0,0,2,Accident case
1152,1498,Udupi,2.0,3.0,1.0,35.0,1,0,3,1,1,Accident case
1153,1500,Shankaranarayana,1.0,3.0,0.0,70.0,1,0,3,4,1,Other case
1154,1501,Udupi,2.0,3.0,1.0,41.0,1,0,4,0,1,Accident case
1155,1502,Udupi,5.0,9.0,,59.0,0,1,1,2,0,Fraud case
1156,1503,Udupi,4.0,4.0,1.0,35.0,1,0,3,1,1,Accident case
1157,1504,Udupi,3.0,4.0,0.0,52.0,1,0,1,0,1,Accident case
1158,1505,Karkala,4.0,3.0,1.0,,0,0,0,0,2,Accident case
1159,1506,Karkala,4.0,4.0,1.0,,1,0,3,0,1,Accident case
1160,1507,Manipal,1.0,12.0,0.0,37.0,0,1,0,2,0,Other case
1161,1508,Udupi,6.0,7.0,,,0,0,0,1,2,Other case
1162,1509,Kota,3.0,4.0,1.0,30.0,1,0,1,0,1,Accident case
1163,1510,Kota,3.0,4.0,0.0,31.0,1,0,1,1,1,Accident case
1164,1511,Kundapur,3.0,4.0,0.0,20.0,0,0,0,1,2,Accident case
1165,1512,Kundapur,3.0,4.0,1.0,,0,0,0,2,2,Accident case
1166,1513,Manipal,6.0,4.0,0.0,,0,0,1,1,2,Accident case
1167,1515,Hiriyadka,3.0,4.0,1.0,47.0,0,0,2,1,2,Accident case
1168,1516,Ajekar,2.0,4.0,1.0,24.0,1,0,1,1,1,Other case
1169,1517,Ajekar,2.0,4.0,1.0,37.0,1,0,1,1,1,Other case
1170,1518,Udupi,2.0,4.0,1.0,53.0,0,0,1,1,2,Other case
1171,1519,Udupi,2.0,4.0,,20.0,1,0,2,0,1,Accident case
1172,1520,Byndoor,0.0,4.0,0.0,36.0,1,0,1,2,1,Accident case
1173,1521,Hebri,2.0,4.0,0.0,67.0,1,0,1,1,1,Theft case
1174,1523,Kundapur,,,0.0,42.0,1,0,2,0,1,Other case
1175,1524,Kundapur,1.0,4.0,0.0,,1,0,2,0,1,Other case
1176,1525,Kundapur,3.0,12.0,0.0,28.0,1,0,2,1,1,Other case
1177,1526,Byndoor,0.0,6.0,0.0,,0,0,1,4,2,Other case
1178,1527,Udupi,0.0,3.0,1.0,26.0,1,0,2,0,1,Other case
1179,1528,Hiriyadka,2.0,4.0,1.0,43.0,1,0,1,0,1,Accident case
1180,1532,Karkala,1.0,4.0,0.0,37.0,0,0,1,1,2,Accident case
1181,1533,Kundapur,0.0,4.0,1.0,60.0,0,0,0,0,2,Accident case
1182,1534,Hebri,1.0,4.0,1.0,42.0,1,0,1,2,1,Accident case
1183,1535,Byndoor,6.0,4.0,1.0,26.0,0,0,0,0,2,Theft case
1184,1536,Byndoor,5.0,3.0,0.0,40.0,1,0,1,0,1,Other case
1185,1538,Kundapur,6.0,4.0,0.0,,1,0,1,0,1,Accident case
1186,1539,Karkala,0.0,4.0,0.0,40.0,1,0,2,3,1,Accident case
1187,1542,Kundapur,0.0,4.0,1.0,20.0,0,0,0,0,2,Other case
1188,1543,Kundapur,0.0,4.0,0.0,49.0,1,0,2,4,1,Other case
1189,1544,Udupi,6.0,4.0,0.0,49.0,1,0,1,0,1,Accident case
1190,1545,Kota,6.0,4.0,1.0,42.0,0,0,0,0,2,Theft case
1191,1546,Udupi,4.0,4.0,1.0,36.0,1,0,1,0,1,Accident case
1192,1547,Manipal,4.0,4.0,1.0,33.0,1,0,1,1,1,Theft case
1193,1548,Karkala,3.0,4.0,1.0,65.0,0,0,0,0,2,Theft case
1194,1549,Amasebailu,4.0,4.0,0.0,83.0,0,1,0,2,0,
1195,1550,Udupi,4.0,4.0,0.0,41.0,1,0,2,0,1,Other case
1196,1551,Ajekar,3.0,4.0,1.0,39.0,1,0,2,1,1,Accident case
1197,1552,Udupi,3.0,4.0,0.0,43.0,1,0,3,1,1,Accident case
1198,1553,Kundapur,3.0,4.0,1.0,23.0,1,0,3,0,1,Other case
1199,1555,Udupi,2.0,4.0,1.0,36.0,1,0,4,1,1,Accident case
1200,1557,Amasebailu,2.0,4.0,0.0,35.0,0,0,0,0,2,
1201,1558,Kundapur,2.0,4.0,1.0,17.0,1,0,1,0,1,Accident case
1202,1560,Karkala,2.0,4.0,0.0,,0,0,0,0,2,Other case
1203,1561,Kollur,2.0,4.0,1.0,40.0,0,0,0,1,2,Other case
1204,1562,Kollur,2.0,4.0,1.0,40.0,1,0,1,1,1,Other case
1205,1563,Kollur,2.0,4.0,1.0,40.0,0,0,0,1,2,Other case
1206,1564,Kollur,2.0,4.0,1.0,40.0,0,0,0,1,2,Other case
1207,1565,Udupi,1.0,4.0,0.0,23.0,0,0,1,2,2,Other case
1208,1566,Udupi,1.0,4.0,1.0,55.0,1,0,1,1,1,Other case
1209,1567,Kundapur,1.0,4.0,0.0,,0,0,0,0,2,Accident case
1210,1568,Udupi,6.0,4.0,0.0,32.0,1,0,6,5,1,Other case
1211,1569,Udupi,1.0,4.0,0.0,,1,0,2,1,1,Accident case
1212,1570,Karkala,4.0,4.0,0.0,26.0,1,0,1,2,1,Accident case
1213,1571,Kundapur,5.0,4.0,1.0,37.0,1,0,2,1,1,Accident case
1214,1572,Kundapur,1.0,4.0,1.0,27.0,1,0,4,0,1,Accident case
1215,1573,Byndoor,1.0,4.0,1.0,30.0,0,0,0,0,2,Other case
1216,1574,Byndoor,,,,34.0,0,0,0,0,2,Other case
1217,1575,Kota,0.0,4.0,1.0,36.0,1,0,1,0,1,Accident case
1218,1576,Kundapur,0.0,4.0,1.0,42.0,1,0,2,1,1,Accident case
1219,1579,Kundapur,6.0,4.0,1.0,25.0,1,0,2,0,1,Other case
1220,1581,Udupi,2.0,5.0,0.0,25.0,0,0,0,0,2,Theft case
1221,1582,Byndoor,2.0,5.0,1.0,33.0,1,0,2,4,1,Other case
1222,1583,Kota,1.0,5.0,0.0,40.0,1,0,1,1,1,Missing case
1223,1584,Kota,2.0,5.0,1.0,32.0,1,0,1,1,1,Accident case
1224,1585,Udupi,2.0,5.0,1.0,35.0,1,0,1,0,1,Accident case
1225,1587,Kota,6.0,5.0,0.0,28.0,0,0,0,2,2,Other case
1226,1588,Byndoor,2.0,5.0,0.0,29.0,1,0,3,1,1,Accident case
1227,1589,Hiriyadka,0.0,5.0,1.0,43.0,1,0,1,0,1,Other case
1228,1590,Karkala,2.0,5.0,0.0,41.0,1,0,2,0,1,Other case
1229,1591,Karkala,0.0,1.0,0.0,26.0,0,0,0,0,2,Other case
1230,1592,Kundapur,1.0,5.0,1.0,32.0,1,0,2,0,1,Accident case
1231,1593,Amasebailu,1.0,5.0,0.0,43.0,1,0,1,1,1,Accident case
1232,1594,Manipal,1.0,5.0,1.0,,0,0,0,0,2,Accident case
1233,1595,Sirva,,,0.0,48.0,1,0,2,1,1,Accident case
1234,1596,Kota,0.0,5.0,0.0,30.0,1,0,1,2,1,Accident case
1235,1597,Kundapur,1.0,5.0,0.0,45.0,1,0,1,2,1,Accident case
1236,1602,Karkala,6.0,3.0,0.0,35.0,1,0,2,0,1,Accident case
1237,1603,Kundapur,4.0,6.0,0.0,,0,0,0,0,2,Other case
1238,1604,Karkala,0.0,5.0,0.0,,0,1,2,3,0,
1239,1605,Shankaranarayana,6.0,5.0,0.0,62.0,0,0,1,1,2,Other case
1240,1606,Shankaranarayana,0.0,5.0,0.0,67.0,0,0,0,1,2,Other case
1241,1607,Brahmavara,5.0,5.0,0.0,56.0,0,0,0,0,2,Other case
1242,1608,Udupi,3.0,5.0,0.0,65.0,1,0,1,2,1,Theft case
1243,1609,Udupi,0.0,5.0,0.0,,0,1,0,2,0,Other case
1244,1610,Udupi,5.0,5.0,1.0,27.0,1,0,1,1,1,Accident case
1245,1612,Udupi,5.0,5.0,0.0,33.0,1,0,4,0,1,Accident case
1246,1613,Kota,0.0,4.0,0.0,,1,0,2,1,1,Accident case
1247,1614,Kota,5.0,5.0,1.0,39.0,0,0,0,2,2,Accident case
1248,1615,Kota,5.0,5.0,1.0,23.0,1,0,2,0,1,Accident case
1249,1616,Kota,5.0,5.0,1.0,38.0,1,0,2,0,1,Accident case
1250,1618,Udupi,5.0,5.0,1.0,50.0,0,0,0,0,2,Theft case
1251,1620,Udupi,1.0,5.0,0.0,50.0,0,1,1,1,0,Accident case
1252,1624,Shankaranarayana,6.0,5.0,1.0,36.0,0,0,0,0,2,Accident case
1253,1625,Udupi,0.0,5.0,,21.0,1,0,1,1,1,Other case
1254,1626,Kundapur,6.0,5.0,1.0,44.0,0,1,0,2,0,Accident case
1255,1627,Karkala,6.0,5.0,1.0,19.0,0,0,0,1,2,Accident case
1256,1628,Manipal,0.0,5.0,1.0,,0,0,0,0,2,Accident case
1257,1630,Karkala,0.0,5.0,1.0,25.0,0,0,0,0,2,Jugari case
1258,1631,Karkala,0.0,5.0,1.0,26.0,1,0,1,0,1,Jugari case
1259,1632,Kota,6.0,5.0,0.0,38.0,0,0,0,1,2,Other case
1260,1634,Udupi,0.0,5.0,1.0,43.0,1,0,1,0,1,Accident case
1261,1635,Karkala,6.0,5.0,1.0,19.0,1,0,1,0,1,Accident case
1262,1636,Udupi,0.0,5.0,,21.0,1,0,1,0,1,Other case
1263,1637,Kundapur,6.0,5.0,0.0,25.0,1,0,1,0,1,Accident case
1264,1638,Udupi,6.0,5.0,1.0,45.0,1,0,1,1,1,Accident case
1265,1639,Udupi,6.0,5.0,,19.0,1,0,2,0,1,Accident case
1266,1641,Hiriyadka,5.0,5.0,1.0,,1,0,3,1,1,Accident case
1267,1642,Kota,5.0,4.0,0.0,59.0,0,0,0,0,2,Theft case
1268,1643,Byndoor,4.0,5.0,1.0,47.0,1,0,1,0,1,Theft case
1269,1644,Karkala,3.0,5.0,0.0,35.0,1,0,1,0,1,Theft case
1270,1645,Kota,6.0,5.0,1.0,53.0,0,0,0,0,2,Other case
1271,1646,Udupi,5.0,5.0,0.0,45.0,1,0,3,0,1,Accident case
1272,1647,Udupi,5.0,5.0,1.0,68.0,1,0,2,0,1,Accident case
1273,1648,Hebri,3.0,5.0,0.0,70.0,0,1,0,2,0,Accident case
1274,1649,Udupi,5.0,5.0,1.0,,0,0,0,1,2,Theft case
1275,1650,Karkala,,,0.0,,0,0,0,0,2,Fraud case
1276,1651,Kota,5.0,5.0,0.0,40.0,0,0,0,0,2,Other case
1277,1652,Udupi,4.0,5.0,0.0,41.0,0,0,0,3,2,Other case
1278,1653,Kundapur,1.0,4.0,0.0,38.0,1,0,5,1,1,Accident case
1279,1654,Kundapur,4.0,5.0,0.0,51.0,1,0,1,0,1,Accident case
1280,1655,Kundapur,3.0,5.0,0.0,39.0,1,0,1,0,1,Theft case
1281,1656,Kundapur,4.0,5.0,0.0,54.0,0,0,0,1,2,Theft case
1282,1657,Karkala,4.0,5.0,1.0,52.0,1,0,2,2,1,Theft case
1283,1659,Udupi,3.0,5.0,1.0,45.0,1,0,1,1,1,Missing case
1284,1660,Karkala,3.0,5.0,0.0,,1,0,2,1,1,Other case
1285,1661,Karkala,4.0,6.0,0.0,44.0,0,0,0,2,2,Other case
1286,1662,Udupi,,,0.0,,1,0,1,1,1,Other case
1287,1664,Karkala,4.0,5.0,1.0,60.0,0,0,0,0,2,Theft case
1288,1665,Manipal,3.0,5.0,0.0,,0,0,0,0,2,Theft case
1289,1666,Byndoor,3.0,5.0,1.0,29.0,0,0,0,0,2,Other case
1290,1667,Kota,3.0,5.0,0.0,67.0,1,0,2,1,1,Other case
1291,1668,Kota,3.0,5.0,0.0,42.0,0,0,0,4,2,Other case
1292,1669,Byndoor,3.0,5.0,0.0,44.0,1,0,4,1,1,Accident case
1293,1671,Udupi,4.0,3.0,0.0,74.0,1,0,1,0,1,Fraud case
1294,1672,Kota,2.0,5.0,1.0,35.0,1,0,3,2,1,Other case
1295,1673,Udupi,2.0,5.0,0.0,47.0,0,0,0,7,2,Other case
1296,1675,Udupi,2.0,5.0,1.0,30.0,0,0,0,0,2,Other case
1297,1676,Karkala,2.0,5.0,0.0,52.0,1,0,4,0,1,Accident case
1298,1677,Byndoor,1.0,5.0,0.0,30.0,1,0,3,0,1,Accident case
1299,1678,Udupi,0.0,5.0,1.0,55.0,0,0,0,1,2,Accident case
1300,1679,Shankaranarayana,5.0,4.0,0.0,72.0,0,0,0,0,2,Other case
1301,1682,Amasebailu,1.0,5.0,0.0,29.0,1,0,2,1,1,Missing case
1302,1683,Kundapur,0.0,5.0,1.0,41.0,0,0,0,1,2,Theft case
1303,1688,Byndoor,1.0,5.0,0.0,28.0,1,0,3,0,1,Other case
1304,1689,Kundapur,2.0,3.0,0.0,1.0,0,0,0,0,2,Other case
1305,1690,Hebri,0.0,5.0,1.0,37.0,1,0,3,1,1,Accident case
1306,1692,Byndoor,2.0,5.0,0.0,32.0,1,0,1,3,1,Other case
1307,1693,Udupi,0.0,5.0,0.0,54.0,1,0,1,1,1,Accident case
1308,1694,Kundapur,6.0,5.0,0.0,45.0,0,0,0,1,2,Accident case
1309,1698,Udupi,1.0,5.0,1.0,21.0,1,0,2,1,1,Missing case
1310,1699,Hebri,4.0,6.0,1.0,29.0,0,0,1,2,2,Accident case
1311,1700,Kundapur,4.0,6.0,1.0,,1,0,1,0,1,Accident case
1312,1702,Karkala,3.0,6.0,0.0,14.0,0,1,1,1,0,Other case
1313,1703,Ajekar,3.0,6.0,0.0,48.0,0,0,0,0,2,Accident case
1314,1704,Karkala,3.0,6.0,1.0,42.0,1,0,1,0,1,Other case
1315,1705,Byndoor,3.0,6.0,0.0,,0,0,0,0,2,Other case
1316,1706,Kundapur,1.0,2.0,,32.0,0,1,2,2,0,Other case
1317,1707,Amasebailu,,,0.0,,0,0,0,0,2,Other case
1318,1708,Byndoor,3.0,6.0,1.0,31.0,1,0,2,1,1,Other case
1319,1710,Karkala,2.0,6.0,1.0,,0,0,0,0,2,Accident case
1320,1711,Byndoor,2.0,6.0,1.0,26.0,0,0,1,1,2,Accident case
1321,1715,Karkala,3.0,5.0,0.0,,1,0,1,0,1,Other case
1322,1716,Udupi,1.0,4.0,0.0,,1,0,1,1,1,Other case
1323,1717,Kundapur,3.0,4.0,0.0,41.0,1,0,1,1,1,Other case
1324,1718,Kundapur,2.0,11.0,0.0,41.0,0,0,0,0,2,Other case
1325,1719,Kundapur,2.0,4.0,0.0,28.0,1,0,1,1,1,Other case
1326,1720,Kota,1.0,6.0,1.0,32.0,0,0,0,0,2,Accident case
1327,1721,Udupi,6.0,6.0,1.0,33.0,1,0,4,0,1,Accident case
1328,1722,Kota,2.0,6.0,0.0,45.0,0,0,1,1,2,Accident case
1329,1723,Kota,1.0,6.0,1.0,31.0,0,0,0,0,2,Other case
1330,1724,Karkala,1.0,6.0,1.0,65.0,1,0,2,1,1,Accident case
1331,1725,Kundapur,0.0,6.0,1.0,39.0,0,0,0,0,2,Accident case
1332,1727,Udupi,1.0,6.0,1.0,65.0,1,0,3,1,1,Other case
1333,1728,Karkala,3.0,2.0,0.0,,1,0,2,2,1,Other case
1334,1729,Udupi,1.0,6.0,1.0,30.0,1,0,1,1,1,Other case
1335,1730,Kota,5.0,6.0,0.0,44.0,1,0,2,0,1,Other case
1336,1731,Kundapur,0.0,6.0,1.0,35.0,0,0,0,0,2,Accident case
1337,1732,Kundapur,0.0,6.0,0.0,34.0,1,0,3,0,1,Accident case
1338,1733,Kundapur,6.0,6.0,1.0,,0,0,0,0,2,Accident case
1339,1734,Kota,4.0,5.0,0.0,29.0,1,0,5,1,1,Missing case
